"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Beth Israel Medical Center","83040","First Avenue and 16th St","New York","New York","NY","10003","","Harlem No. 6/7 OTP","53135","New York","103 E 125th St","New York","NY","10035","1641","Ms. Sandy Mompoint","sandy.mompoint@mountsinai.org","2127743260","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Beth Israel Medical Center","83040","First Avenue and 16th St","New York","New York","NY","10003","","MMTP Avenue A Clinic OTP","53126","New York","26 Avenue A","New York","NY","10009","7601","Mr. Steve Sturm","steven.sturm@mountsinai.org","2124202078","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Beth Israel Medical Center","83040","First Avenue and 16th St","New York","New York","NY","10003","","Stuyvesant Square CD Treatment Prog IP","53136","New York","10 Nathan D. Perlman Pl","New York","NY","10003","3851","Ms. Meredith Zicht","meredith.zicht@mountsinai.org","2124204248","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Bliss-Poston The Second Wind, Inc.","1823","928 Broadway","New York","New York","NY","10010","8151","Bliss-Poston The Second Wind Inc. OP","5111","New York","928 Broadway","New York","NY","10010","8151","Mr. John Bliss","bptsw@earthlink.net","2124811055","14","Outpatient","Outpatient Clinic","2124811055","14","","","","",""
"Bowery Residents' Committee, Inc.","50490","127 W 25th St","New York","New York","NY","10001","","Bowery Residents' Committee Inc MSW-IP","52757","New York","127 W 25th St","New York","NY","10001","7207","Dr. Sakiyah Wright","sawright@brc.org","2125333281","8612","Crisis","Med Sup Withdrawal - Inpatient","","","","","","",""
"Bowery Residents' Committee, Inc.","50490","127 W 25th St","New York","New York","NY","10001","","Bowery Residents' Committee SRh","53160","New York","127 W 25th St","New York","NY","10001","","Dr. Sakiyah Wright","sawright@brc.org","2125333281","8612","Residential","820 Stabil and Rehab","","","","","","",""
"Bowery Residents' Committee, Inc.","50490","127 W 25th St","New York","New York","NY","10001","","Fred Cooper's CD Service Center OP","50012","New York","127 W 25th St","New York","NY","10001","7207","Mr. Murray Edwards","medwards@brc.org","2125296320","8716","Outpatient","Outpatient Clinic","","","","","","",""
"Care Counseling Center LLC","48850","214 W 116 St","New York","New York","NY","10026","","Care Counseling Center LLC OP","52795","New York","214-216 W 116th St","New York","NY","10026","","Mr. james w malewicz CASAC","jim@carecounselingny.com","2126021400","202","Outpatient","Outpatient Clinic","","","","","","",""
"Carnegie Hill Institute, Inc.","549","116 E 92nd St","New York","New York","NY","10128","1620","Carnegie Hill Institute OP","7335","New York","116 E 92nd St","New York","NY","10128","1620","Mr. Oren Mayo","oren.j.mayo@gmail.com","6466721105","","Outpatient","Outpatient Clinic","6466721105","","","","","",""
"Carnegie Hill Institute, Inc.","549","116 E 92nd St","New York","New York","NY","10128","1620","Carnegie Hill Institute OTP","1472","New York","116 E 92nd St","New York","NY","10128","1620","Ms. Anna Marie Karkus","amk1416@gmail.com","2122897166","",Opioid Treatment Program,"Opioid Outpatient Treatment","2122897166","","","","","",""
"Center for Comprehensive Hlth Practice","10030","1900 2nd Ave","New York","New York","NY","10029","7406","Extended Care Program OTP","3553","New York","1900 2nd Ave","New York","NY","10029","7406","Ms. Rachel J Heyman","rheyman@cchphealthcare.org","2123607753","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123607797","","","","","",""
"Center for Comprehensive Hlth Practice","10030","1900 2nd Ave","New York","New York","NY","10029","7406","Family and Employment Services Pgm OP","7053","New York","1900 2nd Ave","New York","NY","10029","7406","Mr. James McBride","jmcbride@cchphealthcare.org","2123607768","","Outpatient","Outpatient Clinic","2123607768","","","","","",""
"Center for Comprehensive Hlth Practice","10030","1900 2nd Ave","New York","New York","NY","10029","7406","Multi Track Abstinence Program OTP","660","New York","1900 2nd Ave","New York","NY","10029","7406","Ms. Rachel J Heyman","rheyman@cchphealthcare.org","2123607753","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123607797","","","","","",""
"Center for Comprehensive Hlth Practice","10030","1900 2nd Ave","New York","New York","NY","10029","7406","PregnantAddictsAddictedMothersPgm OTP","1237","New York","1900 2nd Ave","New York","NY","10029","7406","Ms. Rachel J Heyman","rheyman@cchphealthcare.org","2123607753","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123607814","","","","","",""
"Create, Inc.","296","73 Lenox Ave","New York","New York","NY","10026","","Create, Inc. OP","658","New York","73-75 Lenox Avenue","New York","NY","10026","3007","Joan Salmon","jsalmon@createinc.org","2126631596","328","Outpatient","Outpatient Clinic","2126631596","330","","","","",""
"Create, Inc.","296","73 Lenox Ave","New York","New York","NY","10026","","Create, Inc. RR","53116","New York","121-123 W 111th St","New York","NY","10026","4207","Mr. Steven Taylor CASAC","Staylor@createinc.org","2126784990","200","Residential","820 Rehab and Reintegration","","","","","","",""
"Elev8 Center New York, LLC","50200","151 West 136th Street","New York","New York","NY","10030","","Elev8 Center New York, LLC IP","53268","New York","151 W 136th St","New York","NY","10030","2606","Amy Sirken","asirken@elev8centers.com","9142999283","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Elev8 Center New York, LLC","50200","151 West 136th Street","New York","New York","NY","10030","","Elev8 Center New York, LLC MSW IP","53270","New York","151 W 136th St","New York","NY","10030","2606","Donna Mae DePola","dmdepola@elev8centers.com","9177336464","","Crisis","Med Sup Withdrawal - Inpatient","8333538863","","","","","",""
"Exodus Transitional Community, Inc.","49050","2271 3rd Ave","New York","New York","NY","10035","2231","Exodus Transitional Community, Inc. OP","52922","New York","2271 3rd Ave","New York","NY","10035","2231","Mr. Matteo Capaccio","mcapaccio@etcny.org","9174920990","132","Outpatient","Outpatient Clinic","9174920990","132","","","","",""
"Exponents, Inc.","2015","17 Battery Pl","New York","New York","NY","10004","1008","Exponents, Inc. OP","7128","New York","17 Battery Pl","New York","NY","10004","1027","Ms. Melissa Rios-Malave","mrios@exponents.org","2122433434","","Outpatient","Outpatient Clinic","2122433434","123","","","","",""
"First Steps to Recovery, Inc.","2090","312 West 47th Street","New York","New York","NY","10036","3101","First Steps to Recovery OP","6272","New York","310-312 W 47th St","New York","NY","10036","3104","Ms. Allyne Spinner","allynespinner@aol.com","2123973711","","Outpatient","Outpatient Clinic","2123973711","","","","","",""
"Freedom Institute,  Inc.","32106","515 Madison Ave","New York","New York","NY","10022","","Freedom Institute Inc. OP","51015","New York","515 Madison Ave","New York","NY","10022","","Mr. Alex Dayton","alex.dayton@freedominstitute.org","2128380044","38","Outpatient","Outpatient Clinic","2128380044","38","","","","",""
"GMHC","19360","307 W 38th Street","New York","New York","NY","10018","2913","GMHC OP","52842","New York","307 W 38th St","New York","NY","10018","2913","Alex Valentine","alexandrav@gmhc.org","2123671260","","Outpatient","Outpatient Clinic","","","","","","",""
"Greenhope Services for Women, Inc.","31030","300 E. 175th St","Bronx","New York","NY","10457","","Greenhope Services for Women, Inc. OP1","53121","New York","435-439 E 119th St","New York","NY","10035","3627","Ms. Maricella Gilbert","Mgilbert@greenhope.org","2123604002","1203","Outpatient","Outpatient Clinic","","","","","","",""
"Greenhope Services for Women, Inc.","31030","300 E. 175th St","Bronx","New York","NY","10457","","Greenhope Services for Women, Inc. SRR","53353","New York","435-439 E 119th St","New York","NY","10035","3627","Ms. Angela Mamelka","Amamelka@greenhope.org","2123604002","1701","Residential","820 Stabil Rehab Reintegration","","","","","","",""
"Greenwich House, Inc.","50730","122 W 27th St","New York","New York","NY","10001","","Greenwich House Counseling Center OP","586","New York","122 W 27th St","New York","NY","10001","6227","Herman Goldstein","hgoldstein@greenwichhouse.org","2126912900","226","Outpatient","Outpatient Clinic","2126912900","226","","","","",""
"Greenwich House, Inc.","50730","122 W 27th St","New York","New York","NY","10001","","Greenwich House East OTP","18","New York","190 Mercer St","New York","NY","10012","","Mrs. Caitlyn Romano","cromano@greenwichhouse.org","2126773400","224",Opioid Treatment Program,"Opioid Outpatient Treatment","2126773400","410","","","","",""
"Hamilton-Madison House, Inc.","50370","253 South St","New York","New York","NY","10002","","Asian American Recovery Svcs OP","50049","New York","253 South St","New York","NY","10002","7827","Ms. JJ Shu Fen Hung","jjhung@hmhonline.org","2127204520","9531","Outpatient","Outpatient Clinic","","","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Harlem East Life Plan (HELP) OP","51840","New York","2367-2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King","jnk@helpmedical.org","2128762300","107","Outpatient","Outpatient Clinic","2128762300","107","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Unit I OTP","1474","New York","2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King","jnk@helpmedical.org","2128762300","107",Opioid Treatment Program,"Opioid Outpatient Treatment","2128762300","107","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Unit II KEEP","7340","New York","2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King","jnk@helpmedical.org","2128762300","107",Opioid Treatment Program,"Methadone KEEP","2128762300","107","","","","",""
"Harlem East Life Plan","550","2369 2nd Ave","New York","New York","NY","10035","3108","Unit II OTP","1473","New York","2369 2nd Ave","New York","NY","10035","3108","Ms. Joanne King","jnk@helpmedical.org","2128762300","107",Opioid Treatment Program,"Opioid Outpatient Treatment","2128762300","107","","","","",""
"Harlem Hospital Center (HHC)","85130","506 Lenox Avenue","New York","New York","NY","10037","1802","Harlem Hospital Ctr OP","50316","New York","22-44 W 137th St","New York","NY","10037","","Mr. Gary Clemons","gary.clemons@nychhc.org","2129393327","3327","Outpatient","Outpatient Clinic","2129398107","8107","","","","",""
"Hazelden/New York","2141","322 8th Ave","New York","New York","NY","10001","8001","Hazelden/New York OP","6978","New York","322 8th Ave","New York","NY","10001","8001","Catherine Montifiore","cmontifiore@hazeldenbettyford.org","6466017027","","Outpatient","Outpatient Clinic","6466017032","","Hazelden/New York","283 West Broadway","New York","10013","New York"
"Inter-Care LTD.","16640","7 W Cross St","Hawthorne","New York","NY","10532","","Inter-Care LTD. MSW OP","52935","New York","51 E 25th St","New York","NY","10010","2945","Mr. Nicholas Lessa","nlessa@inter-care.com","2125320303","313","Crisis","Med Sup Withdrawal-Outpatient","2125320303","357","","","","",""
"Inter-Care LTD.","16640","7 W Cross St","Hawthorne","New York","NY","10532","","Inter-Care LTD. OP","51154","New York","51 E 25th St","New York","NY","10010","2945","Mr. Nicholas Lessa","llessa@inter-care.com","2125320303","313","Outpatient","Outpatient Clinic","2125320303","357","","","","",""
"Inwood Community Services, Inc","31470","651 Academy St","New York","New York","NY","10034","","Inwood Community Services, Inc. OP","50985","New York","651 Academy St","New York","NY","10034","5003","Ms. Awilda Torres","awilda1959@yahoo.com","2129420043","132","Outpatient","Outpatient Clinic","2129420043","114","","","","",""
"Joan And Sanford I. Weill Med College","43750","1300 York Ave","New York","New York","NY","10065","","Midtown Ctr for Trtment & Research OP","6098","New York","56 W 45th St","New York","NY","10036","4206","Dr. Chris Sturiano PhD","chs2036@med.cornell.edu","2127645178","11","Outpatient","Outpatient Clinic","2127645178","11","The Joan and Sanford I. Weill Medical College","53 West 23rd Street","New York","10011","New York"
"Joan And Sanford I. Weill Med College","43750","1300 York Ave","New York","New York","NY","10065","","Midtown Ctr for Trtment & Research OP1","52946","New York","56 W 45th St","New York","NY","10036","4206","Dr. Chris Sturiano PhD","chs2036@med.cornell.edu","2127645917","11","Outpatient","Outpatient Clinic","","","","","","",""
"Lafayette Medical Approach, LLC","45580","233-235 LaFayette St","New York","New York","NY","10012","4051","Lafayette Medical Approach, LLC OTP","52692","New York","233-235 LaFayette St","New York","NY","10012","4051","Ms. Rosemarie Pisciotta","RPisciotta@lafayettemedical.org","2122266263","",Opioid Treatment Program,"Opioid Outpatient Treatment","2124316177","","","","","",""
"Lesbian/Gay Community Services Center","31450","208 W 13th St","New York","New York","NY","10011","7702","Center CARE Recovery OP","52109","New York","208 W 13th St","New York","NY","10011","7702","Mr. Antonio Ruberto, Jr. LCSW","aruberto@gaycenter.org","6465569296","229","Outpatient","Outpatient Clinic","","","","","","",""
"Lesbian/Gay Community Services Center","31450","208 W 13th St","New York","New York","NY","10011","7702","Center CARE Recovery OP 1","52950","New York","208 W 13th St","New York","NY","10011","7702","Mr. Antonio Ruberto, Jr. LCSW","aruberto@gaycenter.org","6465569296","229","Outpatient","Outpatient Clinic","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Clinic III OTP","646","New York","46 E Broadway","New York","NY","10002","","Mr. Frederick Emmel","femmel@lesc.org","2123433551","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123433551","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Center M-IR","3096","New York","7 Gouverneur Slip E","New York","NY","10002","","Mr. Larry Taub","ltaub@lesc.org","2125663513","",Opioid Treatment Program,"Intensive Residential","2125667590","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Center M-IR1","52063","New York","7 Gouverneur Slip E","New York","NY","10002","","Mr. Larry Taub","ltaub@lesc.org","2125663513","",Opioid Treatment Program,"Intensive Residential","","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Center MTA-R","311","New York","7 Gouverneur Slip E","New York","NY","10002","","Mr. Larry Taub","ltaub@lesc.org","2125663513","",Opioid Treatment Program,"MAOT-A-Residential","2125667590","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Center, Inc OP","7294","New York","46 E Broadway","New York","NY","10002","6803","Ms. Catherine Montifiore","CMontifiore@lesc.org","2123433567","","Outpatient","Outpatient Clinic","2123433522","","","","","",""
"Lower East Side Service Center, Inc.","23720","80 Maiden Ln","New York","New York","NY","10038","4811","Lower East Side Service Ctr OTP","644","New York","46 E Broadway","New York","NY","10002","6803","Mr. Victor Gonzalez","vgonzalez@lesc.org","2123433550","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123433551","","","","","",""
"Metropolitan Center for Mental Health","16130","160 W 86th St","New York","New York","NY","10024","4018","Families/Individuals in Recovery OP","51729","New York","1090 St. Nicholas Ave","New York","NY","10032","","Dr. Alison Zimner","azimner@metropolitancenter.com","2125434445","","Outpatient","Outpatient Clinic","2125434445","","","","","",""
"Metropolitan Hospital Center (HHC)","81210","1901 1st Ave","New York","New York","NY","10029","7404","Metropolitan Hospital Center MMD","1346","New York","1901 1st Ave","New York","NY","10029","7404","Ms. Shirley McBride","shirley.mcbride@nychhc.org","2124237121","","Crisis","Medical Managed Detoxification","2124237121","","","","","",""
"Metropolitan Hospital Center (HHC)","81210","1901 1st Ave","New York","New York","NY","10029","7404","Metropolitan Hospital Center OTP","669","New York","1900 2nd Ave","New York","NY","10029","7404","Ms. Shirley McBride","shirley.mcbride@nychhc.org","2124236822","",Opioid Treatment Program,"Opioid Outpatient Treatment","2124236822","8211","","","","",""
"MIH Experience, LTD.","48730","4580 Broadway","New York","New York","NY","10040","","MIH Experience OP","52945","New York","4580 Broadway","New York","NY","10040","2105","Dr. Rodney Campos","rcampos@mihexperience.com","2129282020","","Outpatient","Outpatient Clinic","2129282020","","","","","",""
"MIH Victory, Inc.","49240","560 W 180th St","New York","New York","NY","10033","5826","MIH Victory, Inc. OP","52940","New York","560 W 180th St","New York","NY","10033","5826","Ms. Ercilia A Garcia","diodama@aol.com","2122560725","","Outpatient","Outpatient Clinic","","","","","","",""
"Neighborhood Coalition for Shelter Inc","19920","50 Broadway","New York","New York","NY","10004","","Chance for Change OP","52103","New York","921-923 Madison Ave","New York","NY","10021","3508","Mr. Anthony Mills","amills@ncsinc.org","9176770722","","Outpatient","Outpatient Clinic","9176770722","","","","","",""
"New York Center for Living, Inc.","45160","226 E 52nd St","New York","New York","NY","10022","6209","New York Center for Living OP","53007","New York","224-226 E 52nd St","New York","NY","10022","6209","Dr. Audrey Freshman PhD","afreshman@centerforliving.org","2127128819","","Outpatient","Outpatient Clinic","2127128800","","","","","",""
"Odyssey House, Inc.","19400","95 Pine St","New York","New York","NY","10005","","George Rosenfeld Ctr for Recovery IR","52848","New York","13 Hell Gate Circle","Ward's Island","NY","10035","","Ms. Victoria Robinson","VRobinson@odysseyhousenyc.org","2124266637","","Residential","Intensive Residential","","","","","","",""
"Odyssey House, Inc.","19400","95 Pine St","New York","New York","NY","10005","","George Rosenfeld Ctr for Recovery IR","53066","New York","13 Hell Gate Circle","New York","NY","10035","","Ms. Victoria Robinson","VRobinson@odysseyhousenyc.org","2124266637","","Residential","Intensive Residential","","","","","","",""
"Odyssey House, Inc.","19400","95 Pine St","New York","New York","NY","10005","","Odyssey House, Inc. IR","957","New York","309-311 E 6th St","New York","NY","10003","8412","Mr. James Emery","JEmery@odysseyhousenyc.org","2127801590","","Residential","Intensive Residential","2129875118","","","","","",""
"Odyssey House, Inc.","19400","95 Pine St","New York","New York","NY","10005","","Odyssey Manor IR 1","1368","New York","219-233  E 121st St","New York","NY","10035","","Mr. Jaime Ruiz","JRuiz@odysseyhousenyc.org","2129875128","","Residential","Intensive Residential","2129875118","","","","","",""
"Odyssey House, Inc.","19400","95 Pine St","New York","New York","NY","10005","","Odyssey Manor IR 2","6817","New York","219-233  E 121st St","New York","NY","10035","","Mr. Jaime Ruiz","JRuiz@odysseyhousenyc.org","2129875128","","Residential","Intensive Residential","2129875118","","","","","",""
"Palladia, Inc.","39050","463 7th Ave","New York","New York","NY","10018","","CTI Harlem OP","52857","New York","177-185 E 122nd St","New York","NY","10035","2906","Ms. Sarah G Gilliard LCSW","sgilliard@sus.org","2123607116","2701","Outpatient","Outpatient Clinic","","","","","","",""
"Palladia, Inc.","39050","463 7th Ave","New York","New York","NY","10018","","Ujima House CR","52856","New York","1806-08 3rd Ave","New York","NY","10029","6103","Mr. Ernest Bonner  Jr. CASAC","ebonner@sus.org","6466323920","3902","Residential","Community Residential","","","","","","",""
"Parallax Center, Inc.","1898","145 E 32nd St","New York","New York","NY","10016","","Parallax Center, Inc. MSW-OP","8020","New York","145 E 32nd St","New York","NY","10016","6055","Ms. Barbara Feldmann LMSW","bfeldmann@aol.com","2127799207","","Crisis","Med Sup Withdrawal-Outpatient","2127799207","","","","","",""
"Parallax Center, Inc.","1898","145 E 32nd St","New York","New York","NY","10016","","Parallax Center, Inc. OP","5513","New York","145 E 32nd St","New York","NY","10016","6055","Ms. Barbara Feldmann LMSW","bfeldmann@aol.com","2127799207","","Outpatient","Outpatient Clinic","2127799207","","","","","",""
"Project Renewal, Inc.","50470","200 Varick St","New York","New York","NY","10014","4810","Project Renewal Chemical Dependence OP","50052","New York","8 E 3rd St","New York","NY","10003","8908","Carli J Wargo","carli.wargo@projectrenewal.org","2125338400","153","Outpatient","Outpatient Clinic","2125338400","153","","","","",""
"Project Renewal, Inc.","50470","200 Varick St","New York","New York","NY","10014","4810","Project Renewal MMW","51112","New York","8 E 3rd St","New York","NY","10003","8908","Luis J Abreu LMSW","luis.abreu@projectrenewal.org","2125338400","138","Crisis","Medically Monitored Withdrawal","2125338400","241","","","","",""
"Project Renewal, Inc.","50470","200 Varick St","New York","New York","NY","10014","4810","Project Renewal MSW-OP","52081","New York","8 E 3rd St","New York","NY","10003","8908","Luis J Abreu LMSW","luis.abreu@projectrenewal.org","2125338400","138","Crisis","Med Sup Withdrawal-Outpatient","","","","","","",""
"Realization Center, Inc.","27270","19 Union Square W","New York","Kings","NY","10003","","Realization Center, Inc. OP","7073","New York","19 Union Sq W","New York","NY","10003","3304","Ms. Michelle Licastro","ml@realizationcenternyc.com","2126279600","","Outpatient","Outpatient Clinic","2126279600","","","","","",""
"RevCore Recovery Ctr / Manhattan, LLC","49130","181 Canal St","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP","52928","New York","181 Canal St","New York","NY","10013","4512","Kirk Chisholm CASAC","kchisholm@revcorerecovery.com","2129669537","","Outpatient","Outpatient Clinic","2129669537","","RevCore Recovery Center of Manhattan, LLC","15 Second Avenue","Brooklyn","11215","Kings"
"RevCore Recovery Ctr / Manhattan, LLC","49130","181 Canal St","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP","52928","New York","181 Canal St","New York","NY","10013","4512","Kirk Chisholm CASAC","kchisholm@revcorerecovery.com","2129669537","","Outpatient","Outpatient Clinic","2129669537","","RevCore Recovery Center of Manhattan, LLC","1249 5th Avenue","New York","10029","New York"
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. CR","52722","New York","68 W 106th St","New York","NY","10025","3855","Margaret Walker LCSW","margaret.walker@samaritanvillage.org","6467907364","","Residential","Community Residential","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. IR 3","6974","New York","327 W 43rd St","New York","NY","10036","","Ms. Beverly Houston","beverly.houston@samaritanvillage.org","2123335445","","Residential","Intensive Residential","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. IR 4","52723","New York","119 W 106th St","New York","NY","10025","","Margaret Walker LCSW","margaret.walker@samaritanvillage.org","2122225150","","Residential","Intensive Residential","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village/Harlem OP 1","52724","New York","55 W 125th St","New York","NY","10027","4516","Sharon Johnson","sharon.johnson@samaritanvillage.org","2128659182","323","Outpatient","Outpatient Clinic","","","","","","",""
"Shiloh Psychological Consulting PLLC","50550","566 7th Ave","New York","New York","NY","10018","","Shiloh Psychological Consulting OP","53293","New York","566 7th Ave","New York","NY","10018","1802","Kay E Jackson PhD","shilohconsultingllc@gmail.com","2125677631","","Outpatient","Outpatient Clinic","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Mt. Sinai West MMD","53141","New York","1000 10th Ave","New York","NY","10019","1147","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125238943","","Crisis","Medical Managed Detoxification","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hosp Center OTP","53149","New York","429 W 58th St","New York","NY","10019","","Mrs. Ingrid Pascali","ingrid.pascali@mountsinai.org","2125236166","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hosp Hlfwy Hse CR","53146","New York","306 W 102nd St","New York","NY","10025","4931","Mr. Ray Dooley CASAC","raymond.dooley@mountsinai.org","2126786329","","Residential","Community Residential","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hosp IP","53145","New York","1000 10th Ave","New York","NY","10019","1147","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125238943","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hosp OP","53143","New York","1000 10th Ave","New York","NY","10019","","Dr. Shilpa Taufique PhD","Shilpa.Taufique@mountsinai.org","2125237156","","Outpatient","Outpatient Clinic","2125235476","","Mount Sinai Hospitals Group, Inc. as Sponsor,","411 West 114th Street","New York","10025","New York"
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hosp OP 1","53144","New York","1000 10th Ave","New York","NY","10019","","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125238943","","Outpatient","Outpatient Clinic","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","St. Luke's-Roosevelt Hospital OP R","53148","New York","1000 10th Ave","New York","NY","10019","1147","Dr. Timothy Brennan","Timothy.Brennan@mountsinai.org","2125238943","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Trinity House OP","53142","New York","411 W 114th St","New York","NY","10025","","Dr. Timothy Brennan","timothy.brennan@mountsinai.org","2125238943","","Outpatient","Outpatient Clinic","","","","","","",""
"St. Luke's-Roosevelt Hospital Center","87090","1111 Amsterdam Ave","New York","New York","NY","10025","1716","Trinity House OP R","53147","New York","411 W 114th St","New York","NY","10025","1710","Dr. Timothy Brennan","timothy.brennan@mountsinai.org","2125238943","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"St. Mark's Place Institute for MH, Inc","15480","57 St. Mark's Place","New York","New York","NY","10003","","St. Mark's Place Institute for MH OP","51582","New York","57 Saint Marks Pl","New York","NY","10003","7902","Ms. Beata Radecka-Jackowska","bjackowska@unitas-nyc.org","2129823470","125","Outpatient","Outpatient Clinic","2129823470","125","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","Highbridge Clinic OTP","1302","New York","500 W 180th St","New York","NY","10033","5905","Mabel Joyce","highbridge@startny.org","2125432782","",Opioid Treatment Program,"Opioid Outpatient Treatment","2125430968","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","Kaleidoscope Clinic OTP","8","New York","119-121 W 124th St","New York","NY","10027","4920","Chaya Travis-Bleend LCSW","kaleidoscope@startny.org","2123485650","",Opioid Treatment Program,"Opioid Outpatient Treatment","2129322812","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","REACH Program OP","52059","New York","119-121 W 124th St","New York","NY","10027","4920","Mr. Jason Hill","reach@startny.org","9173861797","","Outpatient","Outpatient Clinic","9173861797","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","Starting Point Clinic OTP","6","New York","119-121 W 124th St","New York","NY","10027","4920","Chaya Travis-Bleend LCSW","startingpoint@startny.org","2129322678","",Opioid Treatment Program,"Opioid Outpatient Treatment","2129322677","","","","","",""
"START Treatment & Recovery Centers","47570","22 Chapel St","Brooklyn","Kings","NY","11201","1903","Third Horizon Clinic OTP","77","New York","2191 Third Ave","New York","NY","10035","3520","Elaine Augello","thirdhorizon@startny.org","2123485650","",Opioid Treatment Program,"Opioid Outpatient Treatment","2123485788","","","","","",""
